pokedex_id,nom,pv,attaque,defense,attaque_speciale,defense_speciale,vitesse,taille,poids
991,Hotte-de-Fer,56,80,114,124,60,136,0.6,11.0
992,Paume-de-Fer,154,140,108,50,68,50,1.8,380.7
993,Tetes-de-Fer,94,80,86,122,80,108,1.3,111.0
994,Mite-de-Fer,80,70,60,140,110,110,1.2,36.0
995,epine-de-Fer,100,134,110,70,84,72,1.6,303.0
996,Frigodo,65,75,45,35,45,55,0.5,17.0
997,Cryodo,90,95,66,45,65,62,0.8,30.0
998,Glaivodo,115,145,92,75,86,87,2.1,210.0
999,Mordudor,45,30,70,75,70,10,0.3,5.0
1000,Gromago,87,60,95,133,91,84,1.2,30.0
1001,Chongjian,85,85,100,95,135,70,1.5,74.2
1002,Baojian,80,120,80,90,65,135,1.9,152.2
1003,Dinglu,155,110,125,55,80,45,2.7,699.7
1004,Yuyu,55,80,80,135,120,100,0.4,4.9
1005,Rugit-Lune,105,139,71,55,101,119,2.0,380.0
1006,Garde-de-Fer,74,130,90,120,60,116,1.4,35.0
1007,Koraidon,100,135,115,85,100,135,2.5,303.0
1008,Miraidon,100,85,100,135,115,135,3.5,240.0
1009,Serpente-Eau,99,83,91,125,83,109,3.5,280.0
1010,Vert-de-Fer,90,130,88,70,108,104,1.5,125.0
1011,Pomdramour,80,80,110,95,80,40,0.4,4.4
1012,Poltchageist,40,45,45,74,54,50,0.1,1.1
1013,Theffroyable,71,60,106,121,80,70,0.2,2.2
1014,Felicanis,88,128,115,58,86,80,1.8,92.2
1015,Fortusimia,88,75,66,130,90,106,1.0,12.2
1016,Favianos,88,91,82,70,125,99,1.4,30.1
1017,Ogerpon,80,120,84,60,96,110,1.2,39.8
1018,Pondralugon,90,105,130,125,65,85,2.0,60.0
1019,Pomdorochi,106,80,110,120,80,44,1.8,93.0
1020,Feu-Perçant,105,115,121,65,93,91,3.5,590.0
1021,Ire-Foudre,125,73,91,137,89,75,5.2,480.0
1022,Roc-de-Fer,90,120,80,68,108,124,1.5,162.5
1023,Chef-de-Fer,90,72,100,122,108,98,1.6,156.0
1024,Terapagos,90,65,85,65,85,60,3.5,590.0
1025,Pechaminus,88,88,160,88,88,88,0.3,0.3
